Reactor_Cost,XTOL,Diameter(ft),Length(ft),installation_cost,total_capital_investment,annual_capital_investment,catalyst_cost,annual_catalyst_cost,annual_reactor_cost,Reactor_Heating_Cost,XTOL,installation_cost,total_capital_investment,annual_capital_investment,annual_reactor_heating_cost,Water_Cost,XTOL,volume_flowrate,annual_water_cost,Furnace_Cost,XTOL,annual_operating_cost,installation_cost,total_capital_investment,annual_capital_investment,annual_furnace_cost,Pump_Cost,XTOL,annual_operating_cost,installation_cost,total_capital_investment,annual_capital_investment,annual_pump_cost,Economic Potential 2,XTOL,TOLCOST,BENZCOST,METHCOST,PXYLCOST,MXYLCOST,OXYLCOST,ETHCOST,economic_potential_2,Economic Potential 3,XTOL,economic_potential_2,annual_reactor_cost,annual_reactor_heating_cost,annual_furnace_cost,annual_pump_cost,annual_water_cost,economic_potential_3
,0.0511843662,4.9215,49.215,368007.7505541802,771344.2451615616,257114.7483871872,21008.27186102186,1783514.7465346686,2040629.4949218559,,0.0511843662,178664.30263825945,373408.39251396223,124469.46417132074,124469.46417132074,,0.0511843662,676845.4234814713,5495.984838669546,,0.0511843662,22625918.08810732,29118952.557407983,60858610.844982676,20286203.614994224,42912121.703101546,,0.0511843662,29688.92174014981,41967.43141963703,87711.9316670414,29237.310555680466,58926.232295830276,,0.0511843662,-12051.011069822402,3432.0023407277,-1620.9727436015999,17680.9753160296,601.61909724616,575.835421649896,98.63994966014688,71044269.74189943,,0.0523276237,71044269.74189943,2040629.4949218559,124469.46417132074,42912121.703101546,58926.232295830276,5495.984838669546,25902626.862570204
,0.0629089238,5.11151862285,51.1151862285,394993.6890871847,827906.7723267393,275968.92410891305,23536.81548441532,1998177.5645623424,2274146.4886712553,,0.0629089238,181470.66458628973,379273.6889853455,126424.56299511515,126424.56299511515,,0.0629089238,693270.612235395,5629.357371351407,,0.0629089238,19484023.144368898,25644091.107363164,53596150.41438901,17865383.471463002,37349406.6158319,,0.0629089238,25567.010267551395,38247.48805796552,79937.25004114794,26645.75001371598,52212.76028126737,,0.0629089238,-12751.097530784802,3800.5100886528203,-1790.7577217063993,17680.9760113776,813.8632999616,778.98344424896,133.4389729418477,70627220.00223675,,0.0823570801,70627220.00223675,2274146.4886712553,126424.56299511515,37349406.6158319,52212.76028126737,5629.357371351407,30819400.217085857
,0.0738920851,5.30887382418,53.0887382418,423958.49815909023,888617.0121414532,296205.6707138177,26369.692855610505,2238677.0497211,2534882.7204349176,,0.0738920851,184492.90318630636,385590.16765938024,128530.05588646008,128530.05588646008,,0.0738920851,711112.867808229,5774.23648660282,,0.0738920851,17603023.485296816,23523917.521511983,49164987.61996004,16388329.206653345,33991352.69195016,,0.0738920851,23099.410190273706,35905.144805657066,75041.75264382326,25013.917547941084,48113.32773821479,,0.0738920851,-13527.7621170152,4211.05196845915,-1978.149609612,17680.9657202272,1048.6551553407999,1003.7127915404801,171.93485364985708,70174831.41511086,,0.108296212,70174831.41511086,2534882.7204349176,128530.05588646008,33991352.69195016,48113.32773821479,5774.23648660282,33466178.3826145
,0.0844049009,5.513848885530001,55.138488855300004,455047.2903736586,953779.1206231884,317926.3735410628,29543.533633351104,2508122.907414703,2826049.280955766,,0.0844049009,187746.52199119417,392390.2309615958,130796.74365386525,130796.74365386525,,0.0844049009,730497.7786411177,5931.6419625658755,,0.0844049009,16395561.426157512,22145108.81450392,46283277.42231319,15427759.140771063,31823320.566928573,,0.0844049009,21515.5242938215,34348.65559460355,71788.69019272142,23929.563397573806,45445.08769139531,,0.0844049009,-14388.670003026402,4667.488872072459,-2184.7252905216,17680.9748988208,1308.1195310511998,1252.0572654347202,214.47597867838232,69680228.20795292,,0.130378419,69680228.20795292,2826049.280955766,130796.74365386525,31823320.566928573,45445.08769139531,5931.6419625658755,34848684.88676075
,0.094338321,5.7267380469799996,57.267380469799996,488415.82302255795,1023719.5650552815,341239.85501842713,33099.37662500707,2809999.161393829,3151239.0164122563,,0.094338321,191250.97332107916,399714.53424105543,133238.1780803518,133238.1780803518,,0.094338321,751580.3961737212,6102.832816930615,,0.094338321,15646641.894284038,21282294.14854753,44479994.77046434,14826664.923488112,30473306.81777215,,0.094338321,20533.308306647967,33360.351124491266,69723.13385018674,23241.044616728912,43774.35292337688,,0.094338321,-15343.2524254536,5174.661097867619,-2412.5276047176,17680.9750378904,1594.9495459911998,1526.59456544872,261.5039042013328,69135668.58800878,,0.149590793,69135668.58800878,3151239.0164122563,133238.1780803518,30473306.81777215,43774.35292337688,6102.832816930615,35328007.39000371
,0.104102278,5.94784680244,59.47846802440001,524231.25807999313,1098788.7169356656,366262.9056452218,37083.198202988846,3148209.014107907,3514471.919753129,,0.104102278,195010.40724509617,407571.75114225096,135857.2503807503,135857.2503807503,,0.104102278,774429.3528924094,6288.366345486364,,0.104102278,15155670.967510387,20713303.217855047,43290803.725317046,14430267.908439014,29585938.8759494,,0.104102278,19895.08555994691,32708.015640430505,68359.75268849975,22786.584229499917,42681.66978944682,,0.104102278,-16400.0976578712,5738.668240356959,-2663.1707036904,17680.9753160296,1911.4218448863999,1829.5037658198398,313.3919039965874,68547145.58265145,,0.166360114,68547145.58265145,3514471.919753129,135857.2503807503,29585938.8759494,42681.66978944682,6288.366345486364,35261907.500433244
,0.113763733,6.177492555850001,61.7749255585,562673.0339160083,1179362.6790879534,393120.8930293178,41546.51045591113,3527125.627246622,3920246.5202759397,,0.113763733,199036.5572787488,415986.404712585,138662.13490419497,138662.13490419497,,0.113763733,799163.696137169,6489.209212633812,,0.113763733,14856491.950635076,20365229.147259522,42563328.9177724,14187776.305924132,29044268.256559208,,0.113763733,19509.596920864213,32309.94555088699,67527.78620135381,22509.262067117936,42018.85898798215,,0.113763733,-17569.726385532,6364.450049129549,-2938.7810713464,17680.97517696,2260.4314969263996,2163.5558613438398,370.61464678363336,67901886.16025992,,0.181240512,67901886.16025992,3920246.5202759397,138662.13490419497,29044268.256559208,42018.85898798215,6489.209212633812,34750201.18031996
,0.123388217,6.4160049164699995,64.16004916470001,603933.7391279845,1265845.1172122555,421948.3724040851,46547.024566277345,3951648.439741254,4373596.812145339,,0.123388217,203335.01843843734,424970.188536334,141656.72951211134,141656.72951211134,,0.123388217,825869.8974424894,6706.063567233014,,0.123388217,14704834.82421738,20188385.909349546,42193726.55054055,14064575.51684685,28769410.34106423,,0.123388217,19317.889349683617,32110.81047680112,67111.59389651434,22370.531298838112,41688.42064852173,,0.123388217,-18863.164670532,7059.2787613196,-3241.465272964799,17680.9761504472,2644.9272765831997,2531.57325044392,433.655604290291,67203115.9616374,,0.194417371,67203115.9616374,4373596.812145339,141656.72951211134,28769410.34106423,41688.42064852173,6706.063567233014,33870057.59469996
,0.132895008,6.66372622384,66.63726223840001,648220.0854900844,1358669.299187217,452889.76639573893,52149.39788437743,4427266.591225793,4880156.357621532,,0.132895008,207942.86740744376,434600.5928815574,144866.86429385247,144866.86429385247,,0.132895008,854837.7878827635,6941.28283760804,,0.132895008,14688188.523373807,20168958.495164793,42153123.25489441,14051041.084964804,28739229.60833861,,0.132895008,19303.61851160247,32095.95519103117,67080.54634925515,22360.182116418382,41663.80062802085,,0.132895008,-20295.5419266704,7830.970393073199,-3574.6874573256005,17680.9755941688,3069.3537325583993,2937.81000116304,503.2434964684665,66439809.24250262,,0.20622577,66439809.24250262,4880156.357621532,144866.86429385247,28739229.60833861,41663.80062802085,6941.28283760804,32626951.328783005
,0.142470745,6.921012007120001,69.21012007120001,695753.9376570453,1458300.2533291671,486100.0844430557,58426.06917822093,4960129.831276048,5446229.915719104,,0.142470745,212837.10243270235,444829.5440843479,148276.5146947826,148276.5146947826,,0.142470745,885986.8270827505,7194.213035911934,,0.142470745,14767659.406051474,20261676.973007172,42346904.873584986,14115634.957861662,28883294.363913134,,0.142470745,19415.868369391104,32212.683856288462,67324.50925964289,22441.50308654763,41857.37145593873,,0.142470745,-21877.857712893605,8687.027125179398,-3940.0003885608007,17680.97517696,3536.2716415095992,3384.71714258776,579.7981776700698,65615088.973987244,,0.217045209,65615088.973987244,5446229.915719104,148276.5146947826,28883294.363913134,41857.37145593873,7194.213035911934,31088236.595168374
