Reactor_Cost,XTOL,Diameter(ft),Length(ft),installation_cost,total_capital_investment,annual_capital_investment,catalyst_cost,annual_catalyst_cost,annual_reactor_cost,Reactor_Heating_Cost,XTOL,installation_cost,total_capital_investment,annual_capital_investment,annual_reactor_heating_cost,Water_Cost,XTOL,volume_flowrate,annual_water_cost,Furnace_Cost,XTOL,annual_operating_cost,installation_cost,total_capital_investment,annual_capital_investment,annual_furnace_cost,Pump_Cost,XTOL,annual_operating_cost,installation_cost,total_capital_investment,annual_capital_investment,annual_pump_cost,Economic Potential 2,XTOL,TOLCOST,BENZCOST,METHCOST,PXYLCOST,MXYLCOST,OXYLCOST,ETHCOST,economic_potential_2,Economic Potential 3,XTOL,selectivity,economic_potential_2,annual_reactor_cost,annual_reactor_heating_cost,annual_furnace_cost,annual_pump_cost,annual_water_cost,economic_potential_3
,0.229002571,2.974240759226,29.74240759226,143643.32485348318,301076.40889290074,100358.80296430024,4636.883914022616,393652.1239508784,494010.92691517866,,0.229002571,271914.68733795226,568301.6965363201,189433.89884544004,189433.89884544004,,0.229002571,1291507.7040531924,10487.042556911922,,0.229002571,6255692.136336779,9763252.746232111,20405198.23962511,6801732.746541703,13057424.882878482,,0.229002571,8257.695931748529,18724.75266681214,39134.73307363737,13044.911024545789,21302.606956294316,,0.229002571,-14893.901235541602,2740.4522640749897,-4118.4678548664,17680.977680212804,2718.2784521480003,2601.7808041988,445.6820785062967,58474637.83817304,,0.229002571,0.5348384492594883,58474637.83817304,494010.92691517866,189433.89884544004,13057424.882878482,21302.606956294316,10487.042556911922,44701978.48002073
,0.238461004,3.1047591032760002,31.047591032760003,155642.06683611852,326225.77208850445,108741.92402950148,5274.503536963751,447783.37319015176,556525.2972196533,,0.238461004,282140.3193691479,589673.267481519,196557.755827173,196557.755827173,,0.238461004,1366980.6468628133,11099.882852526043,,0.238461004,6411843.948911783,9970018.685974466,20837339.053686634,6945779.684562211,13357623.633473994,,0.238461004,8468.519024402616,19031.463253809736,39775.75820046235,13258.586066820782,21727.1050912234,,0.238461004,-15897.3089756728,3060.14307391778,-4534.289688528,17680.983521136,3142.1773375103994,3007.51259447424,515.1834713823333,56841370.87389261,,0.238461004,0.5010808375440131,56841370.87389261,556525.2972196533,196557.755827173,13357623.633473994,21727.1050912234,11099.882852526043,42697837.199428044
,0.247452038,3.24100497091,32.4100497091,168643.0815685998,353475.8989677852,117825.2996559284,5999.802462668051,509358.2299035897,627183.5295595181,,0.247452038,293099.84396617033,612578.6738892959,204192.89129643195,204192.89129643195,,0.247452038,1449521.2003975043,11770.112147227734,,0.247452038,6611411.860830839,10233178.520603176,21387343.108060636,7129114.369353545,13740526.230184384,,0.247452038,8736.805247634911,19417.391264032653,40582.34774182824,13527.44924727608,22264.25449491099,,0.247452038,-17010.5261566688,3419.4457172967495,-4991.68920681936,17680.9889448504,3609.7413149896,3455.03811577576,591.8440788818349,55051968.88769542,,0.247452038,0.4682887578199312,55051968.88769542,627183.5295595181,204192.89129643195,13740526.230184384,22264.25449491099,11770.112147227734,40446031.87001295
,0.256130466,3.3832296932899997,33.8322969329,182730.0894511489,383002.2674896081,127667.42249653602,6824.837447181202,579400.2624429875,707067.6849395236,,0.256130466,304842.8609793565,637121.5794468551,212373.85981561837,212373.85981561837,,0.256130466,1539825.1366097182,12503.38010927091,,0.256130466,6851198.186654197,10547803.267837822,22044908.829781048,7348302.943260349,14199501.129914546,,0.256130466,9058.361917280889,19873.75712267673,41536.15238639436,13845.38412879812,22903.74604607901,,0.256130466,-18246.2874479296,3824.25632865544,-5495.078271218401,17680.9762895168,4125.7501918752,3948.9323265091202,676.4475959241702,53097225.658661716,,0.256130466,0.4365727866769188,53097225.658661716,707067.6849395236,212373.85981561837,14199501.129914546,22903.74604607901,12503.38010927091,37942875.85783667
,0.264600783,3.53169566511,35.3169566511,197993.80766879697,414995.02087379846,138331.67362459947,7763.323387071443,659073.808381586,797405.4820061855,,0.264600783,317401.74988307705,663369.6572556309,221123.2190852103,221123.2190852103,,0.264600783,1638497.163826039,13304.596970267436,,0.264600783,7129974.846263631,10911520.374887478,22805077.58351483,7601692.527838276,14731667.374101907,,0.264600783,9431.613494256197,20395.440327063163,42626.470283562005,14208.823427854,23640.436922110195,,0.264600783,-19617.230967192,4278.378307522779,-6048.5476271731195,17680.9748988208,4694.743725403199,4493.54042288592,769.7383369135121,50950516.34202589,,0.264600783,0.40606308676210534,50950516.34202589,797405.4820061855,221123.2190852103,14731667.374101907,23640.436922110195,13304.596970267436,35163375.23294021
,0.272940406,3.68667675144,36.8667675144,214532.52663231597,449660.1758213343,149886.72527377808,8830.860844359226,749703.2904325802,899590.0157063582,,0.272940406,330805.6465492145,691383.8012878583,230461.26709595276,230461.26709595276,,0.272940406,1746151.8055302007,14178.75266090523,,0.272940406,7447635.542157041,11323381.078360353,23665866.453773137,7888622.151257712,15336257.693414753,,0.272940406,9856.470848225823,20979.302565835897,43846.74236259702,14615.580787532339,24472.051635758162,,0.272940406,-21137.222560836803,4789.601523581569,-6656.431247754479,17680.977680212804,5321.601256356,5093.5326310836,872.5163179868052,48611291.145130396,,0.272940406,0.37686289071293394,48611291.145130396,899590.0157063582,230461.26709595276,15336257.693414753,24472.051635758162,14178.75266090523,32106331.364616666
,0.281238806,3.8484588586200004,38.4845885862,232452.7494931958,487220.9629377384,162406.9876459128,10045.195767642404,852795.2656904749,1015202.2533363877,,0.281238806,345087.3975848463,721232.6609523287,240410.88698410956,240410.88698410956,,0.281238806,1863469.4729537168,15131.37212038418,,0.281238806,7803968.049189312,11782260.760480788,24624924.989404846,8208308.329801615,16012276.378990928,,0.281238806,10332.686687300524,21621.90494777137,45189.781340842164,15063.260446947388,25395.947134247912,,0.281238806,-22821.647902431203,5364.398908868319,-7323.533039532961,17680.975872307998,6011.7332036552,5754.08749492712,985.6686146498257,46061217.69242103,,0.281238806,0.3490471802981058,46061217.69242103,1015202.2533363877,240410.88698410956,16012276.378990928,25395.947134247912,15131.37212038418,28752800.853854973
,0.289570492,4.01734042641,40.1734042641,251869.8743013191,527919.2565355649,175973.08551185497,11426.51425465045,970063.4497437621,1146036.535255617,,0.289570492,360274.43264854193,752973.5642354526,250991.18807848418,250991.18807848418,,0.289570492,1991123.4893824751,16167.922733785696,,0.289570492,8199233.424472671,12287618.88828986,25681123.476525806,8560374.492175268,16759607.916647939,,0.289570492,10860.630681438932,22320.61445551558,46650.08421202756,15550.028070675853,26410.658752114785,,0.289570492,-24687.166007172,6009.65873714299,-8054.8394250672,17680.9782364912,6770.844075962399,6480.66504413544,1110.1305179502117,43278710.11246078,,0.289570492,0.32267102231119477,43278710.11246078,1146036.535255617,250991.18807848418,16759607.916647939,26410.658752114785,16167.922733785696,25079495.89099283
,0.297950347,4.19363301857,41.9363301857,272908.94171478087,572017.1418341807,190672.38061139354,12997.77843707805,1103457.231897772,1294129.6125091657,,0.297950347,376413.6153899709,786704.4561650391,262234.8187216797,262234.8187216797,,0.297950347,2129992.199208154,17295.53665757021,,0.297950347,8635970.444196597,12841771.709772015,26839302.87342351,8946434.29114117,17582404.735337764,,0.297950347,11443.681488038002,23076.649259531936,48230.19695242174,16076.732317473914,27520.41380551192,,0.297950347,-26753.4379515088,6733.6611583115,-8856.51891708384,17680.9754550992,7605.868349575999,7279.9025631655995,1247.0389886854334,40240540.616897486,,0.297950347,0.2977498362391852,40240540.616897486,1294129.6125091657,262234.8187216797,17582404.735337764,27520.41380551192,17295.53665757021,21056955.49986579
,0.306447585,4.377661847820001,43.7766184782,295705.4345319571,619798.590778982,206599.53025966068,14785.107786114653,1255194.0464253586,1461793.5766850193,,0.306447585,393520.2946315939,822457.4157800312,274152.47192667704,274152.47192667704,,0.306447585,2280725.9617543234,18519.494809445107,,0.306447585,9114718.669367127,13444425.474481843,28098849.24166705,9366283.080555683,18481001.749922812,,0.306447585,12082.58517973499,23887.623968032593,49925.13409318811,16641.711364396037,28724.296544131026,,0.306447585,-29039.8743164016,7547.243988379199,-9733.94101376424,17680.980044396,8523.148405072,8157.870616283201,1397.433916202599,36942822.367362335,,0.306447585,0.274306762738964,36942822.367362335,1461793.5766850193,274152.47192667704,18481001.749922812,28724.296544131026,18519.494809445107,16678630.777474254
,0.315096444,4.56976639923,45.6976639923,320406.1527108974,671571.296082041,223857.09869401366,16818.213472395983,1427796.2479169506,1651653.3466109643,,0.315096444,411617.1483360527,860279.8400223501,286759.94667411665,286759.94667411665,,0.315096444,2444069.8070406765,19845.846833170293,,0.315096444,9637278.721971843,14096838.570660241,29462392.612679902,9820797.537559967,19458076.25953181,,0.315096444,12779.74074571311,24753.205723330804,51734.19996176138,17244.733320587125,30024.474066300238,,0.315096444,-31568.4224038928,8460.790913061199,-10693.214133482881,17680.980600674397,9529.885469104,9121.4618061424,1562.4959790277642,33365922.57966774,,0.315096444,0.2523354792832673,33365922.57966774,1651653.3466109643,286759.94667411665,19458076.25953181,30024.474066300238,19845.846833170293,11919562.70595138
,0.323880778,4.77030105361,47.7030105361,347170.15832782834,727668.6518551282,242556.21728504275,19130.89222899474,1624133.0381906992,1866689.2554757418,,0.323880778,430764.8890481427,900298.6181106182,300099.53937020607,300099.53937020607,,0.323880778,2621158.942121502,21283.810610026594,,0.323880778,10207905.630045965,14803234.515436599,30938760.13726249,10312920.045754163,20520825.67580013,,0.323880778,13540.78727979975,25676.819684702514,53664.55314102825,17888.184380342747,31428.971660142495,,0.323880778,-34365.98992820881,9485.679955170099,-11742.55282036872,17680.984077414403,10635.406515104,10179.6033787424,1743.7544285924537,29477617.69253347,,0.323880778,0.23179415950393029,29477617.69253347,1866689.2554757418,300099.53937020607,20520825.67580013,31428.971660142495,21283.810610026594,6737290.439617225
,0.332827149,4.97963574371,49.7963574371,376169.8001653203,788451.9011465113,262817.3003821704,21761.588182069,1847468.1633735662,2110285.4637557366,,0.332827149,450984.8156566697,942558.2647224397,314186.08824081323,314186.08824081323,,0.332827149,2812820.420181544,22840.101811874138,,0.332827149,10829072.979472723,15565499.374700826,32531893.693124723,10843964.564374907,21673037.543847628,,0.332827149,14369.012440182934,26658.66857711899,55716.61732617869,18572.205775392897,32941.218215575835,,0.332827149,-37459.360420969606,10635.393820841698,-12889.14140182752,17680.97517696,11848.313231384,11340.528378610401,1942.6195453553387,25259525.89238764,,0.332827149,0.2126526357992267,25259525.89238764,2110285.4637557366,314186.08824081323,21673037.543847628,32941.218215575835,22840.101811874138,1106235.4765160102
,0.341923099,5.19815667604,51.9815667604,407591.82934346865,854312.4743039103,284770.8247679701,24754.032477952296,2101514.2155761584,2386285.0403441284,,0.341923099,472324.7366281957,987158.6995529289,329052.8998509763,329052.8998509763,,0.341923099,3020177.193350307,24523.838810004494,,0.341923099,11505327.035901202,16387948.579551755,34250812.531263165,11416937.510421054,22922264.546322256,,0.341923099,15270.447641200271,27701.915518797272,57897.00343428629,19299.001144762096,34569.44878596237,,0.341923099,-40880.102892660805,11925.3053727633,-14141.92753339344,17680.98213044,13179.068673232,12614.251444379202,2160.8068512048626,20687829.97461571,,0.341923099,0.19485847953596402,20687829.97461571,2386285.0403441284,329052.8998509763,22922264.546322256,34569.44878596237,24523.838810004494,-5008865.799497617
,0.351190275,5.42626692145,54.2626692145,441638.58446830517,925674.4730455676,308558.15768185584,28157.968581793277,2390494.2077251584,2699052.3654070143,,0.351190275,494803.30762437044,1034138.9129349341,344712.9709783114,344712.9709783114,,0.351190275,3244119.846922602,26342.253157011524,,0.351190275,12239656.049420297,17272861.931831848,36100281.43752856,12033427.145842852,24273083.195263147,,0.351190275,16249.04353591775,28806.945377323264,60206.515838605614,20068.838612868538,36317.88214878629,,0.351190275,-44660.9057515712,13372.153015294101,-15509.45021488272,17679.8698517792,14638.144813375999,14010.7957499456,2400.0333012309898,15734722.236151582,,0.351190275,0.17835136752158698,15734722.236151582,2699052.3654070143,344712.9709783114,24273083.195263147,36317.88214878629,26342.253157011524,-11644786.43080269
,0.360685065,5.6643873010000005,56.64387301,478529.3148037845,1002997.4438287324,334332.4812762441,32029.9810648255,2719211.934149248,3053544.415425492,,0.360685065,518425.17186214396,1083508.6091918808,361169.53639729356,361169.53639729356,,0.360685065,3485427.869130544,28301.674297340014,,0.360685065,13033967.224839572,18221142.34133569,38082187.493391596,12694062.497797199,25728029.72263677,,0.360685065,17307.3330730649,29972.407130783587,62642.33090333769,20880.77696777923,38188.11004084413,,0.360685065,-48835.834817906405,14992.4614688285,-16999.448648700956,17680.972395568002,16235.101964927997,15539.3118807168,2661.8663706546763,10386609.504822213,,0.360685065,0.16311445276728026,10386609.504822213,3053544.415425492,361169.53639729356,25728029.72263677,38188.11004084413,28301.674297340014,-18822623.95397553
,0.370380076,5.9129571077800005,59.1295710778,518501.5849202067,1086779.3219927533,362259.7739975844,36434.43561563133,3093131.7736187014,3455391.5476162857,,0.370380076,543219.6015462051,1135328.9672315686,378442.98907718953,378442.98907718953,,0.370380076,3745160.960426632,30410.70699866425,,0.370380076,13893697.279415332,19237809.823104095,40207022.53028756,13402340.843429185,27296038.122844517,,0.370380076,18452.524923461217,31201.8963849095,65211.96344446085,21737.321148153616,40189.84607161483,,0.370380076,-53444.9105367696,16809.4938894203,-18622.562134585678,17680.973369055202,17983.123968432,17212.4186554992,2948.467642466736,4621089.556172986,,0.370380076,0.14904751333114866,4621089.556172986,3455391.5476162857,378442.98907718953,27296038.122844517,40189.84607161483,30410.70699866425,-26579383.65643529
,0.380262545,6.17243486154,61.72434861540001,561812.7952291439,1177559.6188002857,392519.87293342856,41444.5479418189,3518469.434644,3910989.307577429,,0.380262545,569232.6411053148,1189696.219910108,396565.40663670265,396565.40663670265,,0.380262545,4024605.8458482423,32679.79946828772,,0.380262545,14824689.035683313,20328167.16357347,42485869.37186855,14161956.457289517,28986645.49297283,,0.380262545,19692.340529117053,32499.04195957128,67922.99769550397,22640.999231834656,42333.33976095171,,0.380262545,-58534.0980159848,18845.163969613797,-20390.51250948456,17680.9755941688,19896.410732408,19043.7074153048,3262.165316957913,-1598928.100680672,,0.380262545,0.13608874347934613,-1598928.100680672,3910989.307577429,396565.40663670265,28986645.49297283,42333.33976095171,32679.79946828772,-34968141.44709687
,0.390338566,6.44329926018,64.4329926018,608741.8566349753,1275922.9315069083,425307.6438356361,47143.6027546226,4002295.442189315,4427603.086024951,,0.390338566,596507.8377755714,1246701.380950944,415567.126983648,415567.126983648,,0.390338566,4325085.279070315,35119.692466050954,,0.390338566,15832302.068861322,21496756.004774183,44928220.04997804,14976073.34999268,30808375.418854002,,0.390338566,21033.85702707823,33866.310079372044,70780.58806588757,23593.529355295854,44627.38638237408,,0.390338566,-64153.21377852001,21123.4241518444,-22315.943624848558,17680.9735081248,21990.455714359996,21048.007612316003,3605.4996421741002,-8319493.712576574,,0.390338566,0.12416885229413875,-8319493.712576574,4427603.086024951,415567.126983648,30808375.418854002,44627.38638237408,35119.692466050954,-44050786.4232876
,0.400579385,6.72605,67.26050000000001,659590.9768715573,1382502.687522784,460834.22917426133,53626.337219758796,4552652.586885773,5013486.816060034,,0.400579385,625051.3201254559,1306357.2590622026,435452.41968740086,435452.41968740086,,0.400579385,4647556.833835208,37738.161490741884,,0.400579385,16923474.19573579,22749746.66888426,47546970.5379681,15848990.1793227,32772464.375058487,,0.400579385,22486.265228887052,35307.83126970276,73793.36735367875,24597.789117892917,47084.05434677997,,0.400579385,-70355.14000362401,23675.450641318697,-24410.80328081472,17680.972673707198,24280.681775391997,23240.081127875197,3980.9993344794725,-15548225.513079245,,0.400579385,0.11322315082190271,-15548225.513079245,5013486.816060034,435452.41968740086,32772464.375058487,47084.05434677997,37738.161490741884,-53854451.339722686
